experience_level,employment_type,job_title,salary_in_usd,company_location,company_size
Mid-Level,Full-Time,Data Quality Analyst,65000,US,Medium
Senior-Level,Full-Time,Data Scientist,210000,US,Medium
Senior-Level,Full-Time,Data Scientist,160000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,176000,US,Medium
Senior-Level,Full-Time,Data Analyst,145000,US,Medium
Senior-Level,Full-Time,Data Engineer,226700,US,Medium
Mid-Level,Full-Time,Data Analyst,100000,US,Medium
Mid-Level,Full-Time,Data Analytics Manager,177000,US,Medium
Senior-Level,Full-Time,Research Engineer,130000,US,Medium
Senior-Level,Full-Time,Data Engineer,136994,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,125000,US,Medium
Senior-Level,Full-Time,Machine Learning Scientist,108308,US,Medium
Senior-Level,Full-Time,Data Scientist,109000,US,Medium
Senior-Level,Full-Time,Machine Learning Scientist,165000,US,Medium
Senior-Level,Full-Time,Research Engineer,266450,US,Medium
Mid-Level,Full-Time,Data Scientist,73100,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,240200,GB,Medium
Senior-Level,Full-Time,Applied Scientist,136000,US,Large
Senior-Level,Full-Time,Data Scientist,208500,US,Medium
Senior-Level,Full-Time,Data Scientist,156400,US,Medium
Senior-Level,Full-Time,Data Analyst,90000,US,Medium
Mid-Level,Full-Time,Data Engineer,84053,GR,Medium
Senior-Level,Full-Time,Decision Scientist,182500,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,84053,DE,Medium
Executive-Level,Full-Time,Data Engineer,268500,CA,Medium
Senior-Level,Full-Time,Data Engineer,172800,US,Medium
Senior-Level,Full-Time,Data Engineer,176000,US,Medium
Senior-Level,Full-Time,Data Engineer,167500,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,297300,US,Medium
Senior-Level,Full-Time,Data Engineer,129300,US,Medium
Mid-Level,Full-Time,Data Analyst,67672,GB,Medium
Senior-Level,Full-Time,Data Analyst,164000,US,Medium
Mid-Level,Full-Time,Data Analyst,65000,US,Medium
Senior-Level,Full-Time,Data Scientist,187000,US,Medium
Entry-Level,Full-Time,Data Engineer,85000,US,Medium
Senior-Level,Full-Time,Research Scientist,204500,US,Medium
Senior-Level,Full-Time,AI Engineer,95325,US,Medium
Senior-Level,Full-Time,Data Analyst,186600,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,79600,US,Large
Mid-Level,Full-Time,Data Analyst,58000,US,Small
Senior-Level,Full-Time,Data Scientist,141525,US,Medium
Senior-Level,Full-Time,AI Engineer,140000,US,Medium
Senior-Level,Full-Time,Data Engineer,129000,US,Medium
Senior-Level,Full-Time,Data Engineer,145000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,66250,GB,Medium
Entry-Level,Full-Time,Data Engineer,65000,US,Medium
Mid-Level,Full-Time,Data Scientist,90000,US,Medium
Senior-Level,Full-Time,Data Scientist,130000,US,Medium
Mid-Level,Full-Time,Applied Scientist,250000,US,Medium
Mid-Level,Contract,ML Engineer,270000,US,Large
Senior-Level,Full-Time,Machine Learning Engineer,119786,CA,Medium
Entry-Level,Full-Time,Data Analyst,83000,US,Medium
Senior-Level,Full-Time,Data Engineer,195000,US,Medium
Executive-Level,Full-Time,Data Manager,70000,US,Medium
Mid-Level,Full-Time,Data Scientist,90000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,200000,US,Medium
Entry-Level,Full-Time,Research Scientist,150000,US,Medium
Senior-Level,Full-Time,Data Engineer,60000,BR,Medium
Senior-Level,Full-Time,Data Engineer,245000,US,Medium
Mid-Level,Full-Time,Data Manager,98000,US,Medium
Senior-Level,Full-Time,Data Engineer,115000,US,Medium
Mid-Level,Full-Time,Data Scientist,73100,US,Medium
Mid-Level,Full-Time,Data Engineer,66666,DE,Large
Entry-Level,Full-Time,Computer Vision Engineer,125000,US,Medium
Entry-Level,Full-Time,Data Science Engineer,104024,CH,Small
Mid-Level,Full-Time,Data Engineer,57700,US,Medium
Senior-Level,Full-Time,Data Scientist,135000,US,Medium
Senior-Level,Full-Time,Data Scientist,73100,US,Medium
Senior-Level,Full-Time,Machine Learning Infrastructure Engineer,221000,US,Medium
Senior-Level,Full-Time,Data Engineer,188100,US,Medium
Mid-Level,Full-Time,Data Scientist,115360,US,Medium
Entry-Level,Full-Time,Data Analyst,67672,GB,Medium
Senior-Level,Full-Time,Data Analyst,192500,US,Medium
Entry-Level,Full-Time,Data Analyst,71000,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,110200,US,Medium
Senior-Level,Full-Time,Research Scientist,303050,US,Medium
Mid-Level,Full-Time,Data Manager,63000,US,Large
Senior-Level,Full-Time,Data Engineer,123000,US,Medium
Mid-Level,Full-Time,Data Scientist,61467,AT,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,155000,US,Medium
Senior-Level,Full-Time,Data Engineer,145000,CA,Medium
Senior-Level,Full-Time,Data Manager,145000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,221300,US,Medium
Mid-Level,Full-Time,Data Engineer,58300,US,Medium
Senior-Level,Full-Time,Data Architect,235000,US,Medium
Senior-Level,Full-Time,Data Engineer,132300,US,Medium
Mid-Level,Full-Time,Data Integration Engineer,100000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,93333,DE,Medium
Mid-Level,Full-Time,Data Manager,115500,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,210000,US,Medium
Senior-Level,Full-Time,Data Scientist,161000,US,Medium
Senior-Level,Full-Time,Business Data Analyst,100000,US,Large
Entry-Level,Full-Time,Data Analyst,120000,US,Medium
Senior-Level,Full-Time,Data Engineer,133300,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,142000,US,Medium
Senior-Level,Full-Time,Data Engineer,316900,US,Medium
Entry-Level,Full-Time,Data Science,132000,US,Medium
Mid-Level,Full-Time,Data Analytics Manager,155000,US,Medium
Senior-Level,Full-Time,Data Scientist,84500,US,Medium
Senior-Level,Full-Time,Data Scientist,181500,US,Medium
Mid-Level,Full-Time,Data Analyst,150000,US,Medium
Senior-Level,Full-Time,Data Engineer,150000,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,79600,US,Large
Senior-Level,Full-Time,Data Manager,120000,US,Medium
Entry-Level,Full-Time,Data Analyst,57300,US,Medium
Senior-Level,Full-Time,Data Engineer,175000,US,Medium
Senior-Level,Full-Time,Data Scientist,105000,US,Medium
Senior-Level,Full-Time,Data Scientist,223800,US,Medium
Mid-Level,Full-Time,Data Scientist,40481,IN,Large
Mid-Level,Full-Time,Data Scientist,86128,GB,Medium
Entry-Level,Full-Time,Data Engineer,41027,ES,Large
Senior-Level,Full-Time,Data Engineer,178800,US,Large
Senior-Level,Full-Time,Machine Learning Engineer,142200,US,Medium
Senior-Level,Full-Time,Data Engineer,210000,US,Medium
Senior-Level,Full-Time,Data Manager,80000,US,Medium
Senior-Level,Full-Time,Data Scientist,192000,US,Medium
Senior-Level,Full-Time,Data Science Manager,191765,US,Medium
Senior-Level,Full-Time,Data Engineer,260000,US,Medium
Entry-Level,Full-Time,Research Scientist,167200,US,Medium
Senior-Level,Full-Time,Research Engineer,80000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,208450,US,Medium
Senior-Level,Full-Time,ML Engineer,243000,US,Medium
Executive-Level,Full-Time,Head of Data,115000,BR,Medium
Mid-Level,Full-Time,Data Analytics Manager,178250,US,Medium
Mid-Level,Full-Time,Data Engineer,105000,US,Medium
Senior-Level,Full-Time,Data Analyst,120000,US,Medium
Mid-Level,Full-Time,Data Engineer,187000,US,Medium
Entry-Level,Full-Time,Research Analyst,150000,US,Medium
Mid-Level,Full-Time,Data Engineer,214300,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,220000,US,Medium
Mid-Level,Full-Time,BI Data Analyst,70000,US,Medium
Senior-Level,Full-Time,AI Scientist,55000,ES,Large
Senior-Level,Full-Time,Data Scientist,140000,US,Medium
Senior-Level,Full-Time,ML Engineer,291500,US,Medium
Mid-Level,Full-Time,Data Engineer,185900,US,Medium
Senior-Level,Full-Time,Data Analyst,138900,US,Medium
Mid-Level,Full-Time,Data Scientist,145580,US,Medium
Senior-Level,Full-Time,NLP Engineer,61541,IT,Medium
Mid-Level,Full-Time,Data Engineer,58400,US,Medium
Senior-Level,Full-Time,Research Engineer,176000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,189650,US,Medium
Senior-Level,Full-Time,Data Analyst,110925,US,Medium
Mid-Level,Full-Time,Data Analyst,61200,US,Medium
Senior-Level,Full-Time,Data Scientist,129300,US,Medium
Senior-Level,Full-Time,Data Scientist,120160,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,106300,US,Medium
Senior-Level,Full-Time,Data Strategist,90000,CA,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,175000,US,Medium
Senior-Level,Full-Time,Data Engineer,185000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,96411,US,Medium
Entry-Level,Full-Time,Data Scientist,40000,MY,Large
Entry-Level,Full-Time,Data Analyst,90000,US,Medium
Senior-Level,Full-Time,Research Scientist,151800,US,Medium
Senior-Level,Full-Time,Data Engineer,95000,US,Medium
Senior-Level,Full-Time,Data Engineer,65000,GB,Medium
Senior-Level,Full-Time,Data Scientist,150000,US,Medium
Mid-Level,Full-Time,Data Engineer,180000,US,Medium
Senior-Level,Full-Time,Data Analyst,123040,GB,Medium
Senior-Level,Full-Time,Data Analyst,95000,US,Medium
Senior-Level,Full-Time,Data Engineer,211511,CA,Medium
Mid-Level,Full-Time,Data Analyst,250000,US,Medium
Senior-Level,Full-Time,Research Engineer,152000,US,Medium
Senior-Level,Full-Time,Data Analyst,75000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,324000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,250000,US,Medium
Mid-Level,Full-Time,Data Engineer,70179,FR,Medium
Senior-Level,Full-Time,Machine Learning Engineer,267720,US,Medium
Senior-Level,Full-Time,Data Engineer,140000,US,Medium
Senior-Level,Full-Time,Data Analyst,118000,US,Medium
Senior-Level,Full-Time,Data Analyst,102000,US,Medium
Mid-Level,Full-Time,Research Scientist,56738,FR,Small
Senior-Level,Full-Time,Data Analyst,112000,US,Medium
Senior-Level,Full-Time,Data Engineer,125000,US,Medium
Senior-Level,Full-Time,Data Science,267900,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,210100,US,Medium
Senior-Level,Full-Time,Applied Scientist,136000,US,Large
Senior-Level,Full-Time,Business Intelligence Engineer,130000,US,Medium
Mid-Level,Full-Time,Data Scientist,95490,US,Medium
Entry-Level,Full-Time,Data Engineer,90000,CA,Large
Senior-Level,Full-Time,Data Analyst,120600,US,Medium
Entry-Level,Full-Time,BI Data Analyst,60938,DE,Large
Senior-Level,Full-Time,Data Scientist,260000,US,Medium
Mid-Level,Full-Time,Data Scientist,144200,US,Medium
Senior-Level,Full-Time,Data Engineer,171500,US,Medium
Mid-Level,Full-Time,Business Intelligence Engineer,79600,US,Large
Senior-Level,Full-Time,Machine Learning Engineer,226600,US,Medium
Senior-Level,Full-Time,Data Analyst,51962,US,Medium
Senior-Level,Full-Time,Data Analyst,95000,US,Medium
Senior-Level,Full-Time,Data Engineer,185000,US,Medium
Senior-Level,Full-Time,Data Engineer,131000,US,Medium
Entry-Level,Full-Time,Product Data Analyst,100000,US,Medium
Senior-Level,Full-Time,Data Analyst,126500,US,Medium
Senior-Level,Full-Time,Applied Scientist,136000,US,Large
Mid-Level,Full-Time,Data Scientist,111600,US,Large
Entry-Level,Full-Time,Data Analyst,83300,US,Medium
Senior-Level,Full-Time,Data Engineer,94000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,140000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,300000,US,Medium
Mid-Level,Full-Time,Data Scientist,90700,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,283780,US,Medium
Senior-Level,Full-Time,Data Analyst,180400,US,Medium
Mid-Level,Full-Time,Data Engineer,105700,US,Large
Senior-Level,Full-Time,Data Scientist,63701,EE,Large
Senior-Level,Full-Time,ML Engineer,150000,US,Medium
Mid-Level,Full-Time,Data Engineer,130000,US,Medium
Mid-Level,Full-Time,Data Analyst,57800,US,Medium
Senior-Level,Full-Time,Data Scientist,72500,US,Medium
Senior-Level,Full-Time,Analytics Engineer,116000,US,Medium
Senior-Level,Full-Time,Applied Scientist,309400,US,Large
Senior-Level,Full-Time,Data Engineer,81500,US,Medium
Executive-Level,Full-Time,Head of Data,110736,GB,Medium
Senior-Level,Full-Time,AI Engineer,170000,US,Medium
Senior-Level,Full-Time,Data Analyst,86600,US,Medium
Senior-Level,Full-Time,Data Scientist,94400,US,Medium
Senior-Level,Full-Time,AI Engineer,150000,US,Medium
Mid-Level,Full-Time,Data Engineer,120000,US,Medium
Senior-Level,Full-Time,Data Engineer,100000,US,Medium
Mid-Level,Full-Time,Data Analyst,77000,US,Medium
Senior-Level,Full-Time,Data Scientist,287500,US,Medium
Mid-Level,Full-Time,Data Scientist,188500,US,Medium
Mid-Level,Full-Time,Data Manager,65000,US,Medium
Senior-Level,Full-Time,Research Engineer,600000,US,Medium
Senior-Level,Full-Time,Applied Scientist,260000,US,Large
Senior-Level,Full-Time,Data Engineer,190000,US,Medium
Senior-Level,Full-Time,AI Engineer,85000,US,Medium
Senior-Level,Full-Time,Data Engineer,288000,US,Medium
Entry-Level,Full-Time,Data Science,37120,US,Medium
Mid-Level,Full-Time,Data Engineer,70000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,98500,US,Medium
Senior-Level,Full-Time,Data Scientist,180000,US,Medium
Mid-Level,Full-Time,BI Developer,154800,US,Medium
Senior-Level,Full-Time,Data Scientist,316000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,142200,US,Medium
Senior-Level,Full-Time,Data Engineer,132192,US,Medium
Senior-Level,Full-Time,Data Engineer,190000,US,Medium
Senior-Level,Full-Time,Cloud Database Engineer,190000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,205000,US,Medium
Senior-Level,Full-Time,Applied Scientist,118500,US,Medium
Entry-Level,Full-Time,Big Data Engineer,130000,SE,Small
Senior-Level,Full-Time,Data Analyst,92280,GB,Medium
Mid-Level,Full-Time,Data Analyst,128000,US,Medium
Mid-Level,Full-Time,Data Scientist,243800,US,Medium
Mid-Level,Full-Time,Data Analyst,61520,GB,Medium
Senior-Level,Full-Time,Data Engineer,62433,IT,Medium
Senior-Level,Full-Time,Data Scientist,120000,US,Medium
Senior-Level,Full-Time,Data Engineer,178600,US,Medium
Senior-Level,Full-Time,Data Engineer,75000,US,Medium
Senior-Level,Full-Time,Data Analyst,120000,US,Medium
Senior-Level,Full-Time,Data Analyst,80000,US,Medium
Mid-Level,Full-Time,Data Engineer,63040,ES,Medium
Mid-Level,Full-Time,Data Scientist,125000,US,Medium
Senior-Level,Full-Time,Data Scientist,203920,US,Medium
Senior-Level,Full-Time,Data Engineer,87570,US,Medium
Senior-Level,Full-Time,Data Scientist,150000,US,Medium
Entry-Level,Full-Time,Data Scientist,47840,US,Medium
Senior-Level,Full-Time,Data Scientist,231000,US,Medium
Executive-Level,Full-Time,Director of Data Science,375500,US,Medium
Mid-Level,Full-Time,Data Science Consultant,90000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,164000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,324000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,275000,US,Medium
Entry-Level,Full-Time,Business Intelligence Analyst,92000,AU,Medium
Senior-Level,Full-Time,Research Engineer,157250,US,Medium
Senior-Level,Full-Time,Data Specialist,148700,US,Large
Mid-Level,Full-Time,Data Science Consultant,160000,US,Medium
Mid-Level,Full-Time,Research Engineer,155000,US,Medium
Mid-Level,Full-Time,Data Engineer,102000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,200000,US,Medium
Senior-Level,Full-Time,Data Analyst,75000,US,Medium
Mid-Level,Contract,Applied Machine Learning Scientist,97712,NL,Large
Senior-Level,Full-Time,Data Scientist,197000,US,Medium
Senior-Level,Full-Time,Data Scientist,106605,US,Medium
Mid-Level,Full-Time,Data Scientist,171240,US,Medium
Senior-Level,Full-Time,Data Engineer,175000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,125000,US,Medium
Mid-Level,Full-Time,Data Manager,71500,US,Medium
Entry-Level,Full-Time,Data Engineer,43064,GB,Medium
Mid-Level,Full-Time,Machine Learning Developer,76814,CA,Medium
Senior-Level,Full-Time,Machine Learning Engineer,212500,US,Medium
Mid-Level,Full-Time,Data Engineer,120000,US,Medium
Senior-Level,Full-Time,Research Scientist,273400,US,Medium
Senior-Level,Full-Time,Data Scientist,275500,US,Medium
Mid-Level,Full-Time,Analytics Engineer,100000,US,Medium
Mid-Level,Full-Time,Data Analyst,111000,US,Medium
Senior-Level,Full-Time,Data Analyst,90320,US,Medium
Executive-Level,Full-Time,Head of Data Science,230000,US,Medium
Mid-Level,Full-Time,Business Intelligence Engineer,42030,GB,Medium
Mid-Level,Full-Time,Business Intelligence Developer,140000,US,Medium
Mid-Level,Full-Time,MLOps Engineer,124000,US,Medium
Senior-Level,Full-Time,Data Engineer,95000,US,Medium
Senior-Level,Full-Time,Data Analyst,102000,US,Medium
Senior-Level,Full-Time,Data Engineer,224500,US,Medium
Senior-Level,Full-Time,Data Scientist,150000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,145000,US,Medium
Entry-Level,Full-Time,Data Analyst,80000,US,Medium
Senior-Level,Full-Time,Data Engineer,126800,US,Medium
Senior-Level,Full-Time,AI Architect,173000,US,Medium
Senior-Level,Full-Time,Data Engineer,170000,US,Medium
Senior-Level,Full-Time,Data Architect,67200,US,Medium
Senior-Level,Full-Time,Data Engineer,180000,US,Medium
Executive-Level,Full-Time,Data Analyst,68750,GB,Medium
Senior-Level,Full-Time,Data Analyst,133300,US,Medium
Senior-Level,Full-Time,Data Scientist,160000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,142200,US,Medium
Entry-Level,Full-Time,Data Analyst,90000,US,Medium
Senior-Level,Full-Time,Data Scientist,146000,US,Medium
Mid-Level,Full-Time,Data Architect,90000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,172200,US,Medium
Mid-Level,Full-Time,Financial Data Analyst,130000,US,Large
Senior-Level,Full-Time,Data Scientist,179400,US,Medium
Senior-Level,Full-Time,Data Engineer,154600,US,Large
Senior-Level,Full-Time,Research Scientist,159300,US,Medium
Entry-Level,Full-Time,Machine Learning Engineer,55410,GB,Small
Senior-Level,Full-Time,Data Analyst,112000,US,Medium
Senior-Level,Full-Time,Data Scientist,142200,US,Medium
Senior-Level,Full-Time,Data Analyst,145000,US,Medium
Senior-Level,Full-Time,Data Analyst,128000,US,Medium
Senior-Level,Full-Time,Data Analyst,113600,US,Medium
Senior-Level,Full-Time,Data Scientist,93400,US,Medium
Senior-Level,Full-Time,Data Scientist,165000,US,Medium
Senior-Level,Full-Time,Data Science Lead,156400,US,Medium
